seqnames,start,end,width,strand,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,refseq,ensembl
chr1,215365655,215366349,695,*,2104,214743211,215377720,-,inside,12065,11371,Overlapping,ESRRG,NM_001134285;NM_001243505;NM_001243506;NM_001243507;NM_001243509;NM_001243510;NM_001243511;NM_001243512;NM_001243513;NM_001243514;NM_001243515;NM_001243518;NM_001243519;NM_001350122;NM_001350123;NM_001350124;NM_001350125;NM_001438;NM_206594;NM_206595;NP_001127757;NP_001230434;NP_001230435;NP_001230436;NP_001230438;NP_001230439;NP_001230440;NP_001230441;NP_001230442;NP_001230443;NP_001230444;NP_001230447;NP_001230448;NP_001337051;NP_001337052;NP_001337053;NP_001337054;NP_001429;NP_996317;NP_996318;XM_011509265;XM_011509266;XM_011509267;XM_011509268;XM_011509269;XM_011509271;XM_011509274;XM_011509275;XM_011509276;XM_011509277;XM_011509278;XM_011509279;XM_011509280;XM_017000621;XM_017000622;XM_017000623;XM_017000624;XM_017000625;XM_017000626;XM_017000627;XM_017000628;XM_017000630;XM_017000631;XM_017000632;XM_017000633;XM_017000634;XM_017000635;XM_017000636;XM_017000637;XM_017000638;XM_017000639;XM_017000641;XM_017000644;XM_017000645;XM_024453959;XM_024453960;XM_024453975;XM_024453979;XM_024453980;XP_011507567;XP_011507568;XP_011507569;XP_011507570;XP_011507571;XP_011507573;XP_011507576;XP_011507577;XP_011507578;XP_011507579;XP_011507580;XP_011507581;XP_011507582;XP_016856110;XP_016856111;XP_016856112;XP_016856113;XP_016856114;XP_016856115;XP_016856116;XP_016856117;XP_016856119;XP_016856120;XP_016856121;XP_016856122;XP_016856123;XP_016856124;XP_016856125;XP_016856126;XP_016856127;XP_016856128;XP_016856130;XP_016856133;XP_016856134;XP_024309727;XP_024309728;XP_024309743;XP_024309747;XP_024309748,ENSG00000196482
chr1,215552627,215553406,780,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,215602894,215603674,781,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,215611679,215612712,1034,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,215796445,215797454,1010,*,55105,215670457,215871032,-,inside,74587,73578,Overlapping,GPATCH2,NM_001297754;NM_018040;NP_001284683;NP_060510;XM_011509689;XM_011509690;XM_011509691;XM_011509693;XM_011509694;XM_017001592;XM_017001593;XP_011507991;XP_011507992;XP_011507993;XP_011507995;XP_011507996;XP_016857081;XP_016857082;XR_247030;XR_921856;XR_921858,ENSG00000092978
chr1,216606384,216607638,1255,*,7042,216586491,216681593,+,inside,19893,19893,Overlapping,TGFB2,NM_001135599;NM_003238;NP_001129071;NP_003229;NR_138148;NR_138149,ENSG00000092969
chr1,216676646,216677473,828,*,7042,216586491,216681593,+,inside,90155,4120,Overlapping,TGFB2,NM_001135599;NM_003238;NP_001129071;NP_003229;NR_138148;NR_138149,ENSG00000092969
chr1,216719983,216721751,1769,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,216856590,216857214,625,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,217770478,217771955,1478,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,217981760,217982290,531,*,55532,217925392,218198612,-,inside,216852,56368,Overlapping,SLC30A10,NM_001004433;NM_018713;NP_061183;NR_046437;XM_006711437;XM_017001684;XP_006711500;XP_016857173,ENSG00000196660
chr1,218575568,218576056,489,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,218577081,218577908,828,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,219024541,219025792,1252,*,54996,218988299,219024219,+,downstream,36242,322,Overlapping,MARC2,NM_001317338;NM_001331042;NM_017898;NP_001304267;NP_001317971;NP_060368;XM_011509684;XP_011507986;XR_247029,ENSG00000117791
chr1,219024541,219025792,1252,*,64757,219026894,219054353,+,upstream,-2353,1102,Overlapping,MARC1,NM_022746;NP_073583;XM_011509900;XM_011509903;XM_011509904;XM_017002096;XM_017002097;XP_011508202;XP_011508205;XP_011508206;XP_016857585;XP_016857586;XR_001737362;XR_002957377;XR_921908,ENSG00000186205
chr1,219207042,219207745,704,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,219909344,219910160,817,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,220079666,220080316,651,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,220126832,220127620,789,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,221388824,221389558,735,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,221417473,221418217,745,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,221452149,221453200,1052,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,221559245,221559965,721,*,55061,221460784,221604167,-,inside,44922,44202,Overlapping,SUSD4,NM_001037175;NM_017982;NP_001032252;NP_060452;XM_005273169;XM_005273172;XM_006711408;XM_011509685;XM_011509687;XM_017001583;XM_017001584;XM_017001585;XM_017001586;XM_017001587;XM_017001588;XM_017001589;XM_024447936;XM_024447937;XM_024447940;XP_005273226;XP_005273229;XP_006711471;XP_011507987;XP_011507989;XP_016857072;XP_016857073;XP_016857074;XP_016857075;XP_016857076;XP_016857077;XP_016857078;XP_024303704;XP_024303705;XP_024303708,ENSG00000143502
chr1,221684326,221685165,840,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,221909124,221909978,855,*,388743,221781718,221919996,-,inside,10872,10018,Overlapping,CAPN8,NM_001143962;NP_001137434;XM_017001265;XM_017001266;XM_017001267;XM_017001268;XP_016856754;XP_016856755;XP_016856756;XP_016856757,ENSG00000203697
chr1,221919836,221920593,758,*,388743,221781718,221919996,-,overlapStart,160,160,Overlapping,CAPN8,NM_001143962;NP_001137434;XM_017001265;XM_017001266;XM_017001267;XM_017001268;XP_016856754;XP_016856755;XP_016856756;XP_016856757,ENSG00000203697
chr1,221974764,221976154,1391,*,824,221966742,222030343,+,inside,8022,8022,Overlapping,CAPN2,NM_001146068;NM_001748;NP_001139540;NP_001739;XR_002957688,ENSG00000162909
chr1,222114379,222115107,729,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,222457684,222458433,750,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,222459063,222459547,485,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,222459659,222460192,534,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,222986587,222987211,625,*,149111,222870802,222994872,+,inside,115785,7661,Overlapping,CNIH3,NM_001322302;NM_001322303;NM_001322304;NM_001322305;NM_152495;NP_001309231;NP_001309232;NP_001309233;NP_001309234;NP_689708;NR_136287;NR_136288;NR_136289;NR_136290;NR_136291;NR_136292;NR_136293;NR_136294;NR_136295;NR_136296;NR_136297,ENSG00000143786
chr1,223138486,223139511,1026,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,223704829,223705396,568,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,224129674,224130216,543,*,9725,224099863,224136671,-,inside,6997,6455,Overlapping,TMEM63A,NM_014698;NP_055513;XM_006711841;XM_011544328;XM_011544329;XM_011544330;XM_011544331;XM_011544332;XP_006711904;XP_011542630;XP_011542631;XP_011542632;XP_011542633;XP_011542634;XR_001737552;XR_949163,ENSG00000196187
chr1,224152057,224152887,831,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,224733398,224734435,1038,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,224952014,224952836,823,*,3707,224886014,224993499,-,inside,41485,40663,Overlapping,ITPKB,NM_002221;NP_002212;XM_005273120;XM_017001211;XP_005273177;XP_016856700,ENSG00000143772
chr1,225069393,225069938,546,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,226020290,226021083,794,*,116841,225982873,226035550,+,inside,37417,14467,Overlapping,SNAP47,NM_001323930;NM_001323931;NM_001323932;NM_001323933;NM_001323934;NM_001323935;NM_053052;NP_001310859;NP_001310860;NP_001310861;NP_001310862;NP_001310863;NP_001310864;NP_444280;NR_024485;NR_024486;NR_136654;NR_136655;NR_136656;NR_136657;XM_006711734;XM_017000231;XM_017000232;XP_006711797;XP_016855720;XP_016855721,ENSG00000143740
chr1,226148143,226148726,584,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,226938521,226939002,482,*,58480,226937492,226949034,+,inside,1029,1029,Overlapping,RHOU,NM_021205;NP_067028;NR_037962,ENSG00000116574;ENSG00000284984
chr1,226941564,226942338,775,*,58480,226937492,226949034,+,inside,4072,4072,Overlapping,RHOU,NM_021205;NP_067028;NR_037962,ENSG00000116574;ENSG00000284984
chr1,227205708,227206418,711,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,227208587,227209355,769,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,227350262,227351083,822,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,227364513,227365071,559,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,227367192,227368267,1076,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,227423241,227424591,1351,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,227584277,227584799,523,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,228286904,228287340,437,*,2590,228269651,228484569,+,inside,17253,17253,Overlapping,GALNT2,NM_001291866;NM_004481;NP_001278795;NP_004472;NR_120373;XM_017000963;XM_017000964;XM_017000965;XM_017000966;XP_016856452;XP_016856453;XP_016856454;XP_016856455,ENSG00000143641
chr1,228469476,228470194,719,*,2590,228269651,228484569,+,inside,199825,14375,Overlapping,GALNT2,NM_001291866;NM_004481;NP_001278795;NP_004472;NR_120373;XM_017000963;XM_017000964;XM_017000965;XM_017000966;XP_016856452;XP_016856453;XP_016856454;XP_016856455,ENSG00000143641
chr1,228702857,228703274,418,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,228905368,228905882,515,*,183,228904892,228916959,-,inside,11591,476,Overlapping,AGT,NM_000029;NP_000020,ENSG00000135744
chr1,228948832,228949916,1085,*,10753,228949753,229004372,+,overlapStart,-921,163,Overlapping,CAPN9,NM_001319676;NM_006615;NM_016452;NP_001306605;NP_006606;NP_057536;XM_011544017;XM_011544018;XM_011544019;XM_011544020;XM_017000098;XM_017000099;XM_024452513;XM_024452514;XP_011542319;XP_011542320;XP_011542321;XP_011542322;XP_016855587;XP_016855588;XP_024308281;XP_024308282;XR_001736933;XR_949127,ENSG00000135773
chr1,228950335,228951088,754,*,10753,228949753,229004372,+,inside,582,582,Overlapping,CAPN9,NM_001319676;NM_006615;NM_016452;NP_001306605;NP_006606;NP_057536;XM_011544017;XM_011544018;XM_011544019;XM_011544020;XM_017000098;XM_017000099;XM_024452513;XM_024452514;XP_011542319;XP_011542320;XP_011542321;XP_011542322;XP_016855587;XP_016855588;XP_024308281;XP_024308282;XR_001736933;XR_949127,ENSG00000135773
chr1,228952876,228953497,622,*,10753,228949753,229004372,+,inside,3123,3123,Overlapping,CAPN9,NM_001319676;NM_006615;NM_016452;NP_001306605;NP_006606;NP_057536;XM_011544017;XM_011544018;XM_011544019;XM_011544020;XM_017000098;XM_017000099;XM_024452513;XM_024452514;XP_011542319;XP_011542320;XP_011542321;XP_011542322;XP_016855587;XP_016855588;XP_024308281;XP_024308282;XR_001736933;XR_949127,ENSG00000135773
chr1,228960329,228960899,571,*,10753,228949753,229004372,+,inside,10576,10576,Overlapping,CAPN9,NM_001319676;NM_006615;NM_016452;NP_001306605;NP_006606;NP_057536;XM_011544017;XM_011544018;XM_011544019;XM_011544020;XM_017000098;XM_017000099;XM_024452513;XM_024452514;XP_011542319;XP_011542320;XP_011542321;XP_011542322;XP_016855587;XP_016855588;XP_024308281;XP_024308282;XR_001736933;XR_949127,ENSG00000135773
chr1,228962514,228963126,613,*,10753,228949753,229004372,+,inside,12761,12761,Overlapping,CAPN9,NM_001319676;NM_006615;NM_016452;NP_001306605;NP_006606;NP_057536;XM_011544017;XM_011544018;XM_011544019;XM_011544020;XM_017000098;XM_017000099;XM_024452513;XM_024452514;XP_011542319;XP_011542320;XP_011542321;XP_011542322;XP_016855587;XP_016855588;XP_024308281;XP_024308282;XR_001736933;XR_949127,ENSG00000135773
chr1,230524544,230525411,868,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,230757145,230757961,817,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,230802704,230803582,879,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,231283945,231284460,516,*,80003,231186505,231498082,-,inside,214137,97440,Overlapping,PCNX2,NM_001328607;NM_014801;NM_024938;NP_001315536;NP_055616;XM_006711816;XM_011544278;XM_017002391;XM_017002392;XP_006711879;XP_011542580;XP_016857880;XP_016857881;XR_001737429;XR_001737430;XR_001737431;XR_001737432;XR_247042;XR_426919,ENSG00000135749
chr1,231745647,231746555,909,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,231907243,231908256,1014,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,231917029,231917798,770,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,232174810,232175789,980,*,148641,232107302,232526885,+,inside,67508,67508,Overlapping,SLC35F3,NM_001300845;NM_173508;NP_001287774;NP_775779,ENSG00000183780
chr1,232755300,232755871,572,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,232841090,232841898,809,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,232870508,232870932,425,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,232886467,232887010,544,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,232925788,232927563,1776,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,232948920,232949541,622,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233069546,233070138,593,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233076524,233077339,816,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233077884,233079380,1497,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233159652,233160184,533,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233162800,233163714,915,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233165482,233167086,1605,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233175897,233176749,853,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233177203,233178303,1101,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233209069,233209585,517,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,233525613,233526510,898,*,51742,233361572,233558155,-,inside,32542,31645,Overlapping,ARID4B,NM_001206794;NM_016374;NM_031371;NP_001193723;NP_057458;NP_112739;NR_135074;XM_006711781;XM_011544212;XM_017001472;XM_024447626;XM_024447628;XP_006711844;XP_011542514;XP_016856961;XP_024303394;XP_024303396;XR_001737226;XR_001737227;XR_002956802,ENSG00000054267
chr1,233860037,233861001,965,*,2786,233777608,233880677,-,inside,20640,19676,Overlapping,GNG4,NM_001098721;NM_001098722;NM_004485;NP_001092191;NP_001092192;NP_004476;XM_006711761;XM_011544167;XP_006711824;XP_011542469,ENSG00000168243;ENSG00000282972
chr1,234629177,234630104,928,*,128178,234624303,234714631,+,inside,4874,4874,Overlapping,EDARADD,NM_080738;NM_145861;NP_542776;NP_665860,ENSG00000186197
chr1,238342354,238343153,800,*,56776,238321604,238705112,+,inside,20750,20750,Overlapping,FMN2,NM_001305424;NM_001348094;NM_020066;NP_001292353;NP_001335023;NP_064450;XM_011544237;XM_017001837;XM_017001838;XM_017001840;XM_017001841;XP_011542539;XP_016857326;XP_016857327;XP_016857329;XP_016857330,ENSG00000155816
chr1,238517568,238518155,588,*,56776,238321604,238705112,+,inside,195964,186957,Overlapping,FMN2,NM_001305424;NM_001348094;NM_020066;NP_001292353;NP_001335023;NP_064450;XM_011544237;XM_017001837;XM_017001838;XM_017001840;XM_017001841;XP_011542539;XP_016857326;XP_016857327;XP_016857329;XP_016857330,ENSG00000155816
chr1,238665704,238666618,915,*,56776,238321604,238705112,+,inside,344100,38494,Overlapping,FMN2,NM_001305424;NM_001348094;NM_020066;NP_001292353;NP_001335023;NP_064450;XM_011544237;XM_017001837;XM_017001838;XM_017001840;XM_017001841;XP_011542539;XP_016857326;XP_016857327;XP_016857329;XP_016857330,ENSG00000155816
chr1,239386399,239386836,438,*,6000,239005440,239587101,-,inside,200702,200265,Overlapping,RGS7,NM_001282773;NM_001282775;NM_001282778;NM_001350113;NM_001350114;NM_001350115;NM_001350116;NM_001364886;NM_002924;NP_001269702;NP_001269704;NP_001269707;NP_001337042;NP_001337043;NP_001337044;NP_001337045;NP_001351815;NP_002915;XM_005273218;XM_006711800;XM_011544246;XM_011544247;XM_017002001;XM_017002002;XM_017002003;XM_017002004;XM_017002005;XM_017002009;XM_017002011;XM_017002012;XM_017002013;XP_005273275;XP_006711863;XP_011542548;XP_011542549;XP_016857490;XP_016857491;XP_016857492;XP_016857493;XP_016857494;XP_016857498;XP_016857500;XP_016857501;XP_016857502,ENSG00000182901
chr1,239494926,239495811,886,*,6000,239005440,239587101,-,inside,92175,91290,Overlapping,RGS7,NM_001282773;NM_001282775;NM_001282778;NM_001350113;NM_001350114;NM_001350115;NM_001350116;NM_001364886;NM_002924;NP_001269702;NP_001269704;NP_001269707;NP_001337042;NP_001337043;NP_001337044;NP_001337045;NP_001351815;NP_002915;XM_005273218;XM_006711800;XM_011544246;XM_011544247;XM_017002001;XM_017002002;XM_017002003;XM_017002004;XM_017002005;XM_017002009;XM_017002011;XM_017002012;XM_017002013;XP_005273275;XP_006711863;XP_011542548;XP_011542549;XP_016857490;XP_016857491;XP_016857492;XP_016857493;XP_016857494;XP_016857498;XP_016857500;XP_016857501;XP_016857502,ENSG00000182901
chr1,239592126,239592795,670,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,239621787,239622508,722,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,239936788,239937389,602,*,128025,239882203,240031580,+,inside,54585,54585,Overlapping,WDR64,NM_001367482;NM_144625;NP_001354411;NP_653226;XM_006711736;XM_011544086;XM_011544087;XM_011544091;XM_011544092;XM_017000315;XP_006711799;XP_011542388;XP_011542389;XP_011542393;XP_011542394;XP_016855804;XR_002959419,ENSG00000162843
chr1,239938615,239939165,551,*,128025,239882203,240031580,+,inside,56412,56412,Overlapping,WDR64,NM_001367482;NM_144625;NP_001354411;NP_653226;XM_006711736;XM_011544086;XM_011544087;XM_011544091;XM_011544092;XM_017000315;XP_006711799;XP_011542388;XP_011542389;XP_011542393;XP_011542394;XP_016855804;XR_002959419,ENSG00000162843
chr1,240030640,240031787,1148,*,128025,239882203,240031580,+,overlapEnd,148437,207,Overlapping,WDR64,NM_001367482;NM_144625;NP_001354411;NP_653226;XM_006711736;XM_011544086;XM_011544087;XM_011544091;XM_011544092;XM_017000315;XP_006711799;XP_011542388;XP_011542389;XP_011542393;XP_011542394;XP_016855804;XR_002959419,ENSG00000162843
chr1,240047012,240047611,600,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,242532712,242533485,774,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,243276578,243277067,490,*,84288,243200315,243352916,+,inside,76263,75849,Overlapping,EFCAB2,NM_001143943;NM_001290327;NM_032328;NP_001137415;NP_001277256;NP_115704;NR_026586;NR_026587;XM_011544300;XM_011544301;XM_011544302;XM_017002538;XM_017002539;XM_017002540;XM_017002541;XM_017002542;XM_017002543;XM_017002544;XM_017002545;XP_011542602;XP_011542603;XP_011542604;XP_016858027;XP_016858028;XP_016858029;XP_016858030;XP_016858031;XP_016858032;XP_016858033;XP_016858034,ENSG00000203666
chr1,243801792,243802395,604,*,55083,243384910,243933051,+,inside,416882,130656,Overlapping,KIF26B,NM_018012;NP_060482;XM_017030182;XM_017030183;XP_016885671;XP_016885672,ENSG00000162849;ENSG00000281216
chr1,244032808,244033482,675,*,64754,243979267,244737237,-,inside,704429,53541,Overlapping,SMYD3,NM_001167740;NM_022743;NP_001161212;NP_073580;XM_011544253;XM_011544254;XM_011544257;XM_011544258;XM_011544259;XM_011544260;XM_011544261;XM_017002094;XM_024449136;XM_024449137;XM_024449141;XM_024449148;XM_024449149;XM_024449156;XM_024449162;XM_024449166;XP_011542555;XP_011542556;XP_011542559;XP_011542560;XP_011542561;XP_011542562;XP_011542563;XP_016857583;XP_024304904;XP_024304905;XP_024304909;XP_024304916;XP_024304917;XP_024304924;XP_024304930;XP_024304934,ENSG00000185420
chr1,244406300,244406884,585,*,64754,243979267,244737237,-,inside,330937,330353,Overlapping,SMYD3,NM_001167740;NM_022743;NP_001161212;NP_073580;XM_011544253;XM_011544254;XM_011544257;XM_011544258;XM_011544259;XM_011544260;XM_011544261;XM_017002094;XM_024449136;XM_024449137;XM_024449141;XM_024449148;XM_024449149;XM_024449156;XM_024449162;XM_024449166;XP_011542555;XP_011542556;XP_011542559;XP_011542560;XP_011542561;XP_011542562;XP_011542563;XP_016857583;XP_024304904;XP_024304905;XP_024304909;XP_024304916;XP_024304917;XP_024304924;XP_024304930;XP_024304934,ENSG00000185420
chr1,244838152,244839384,1233,*,163882,244796386,244898264,+,inside,41766,41766,Overlapping,CNST,NM_001139459;NM_152609;NP_001132931;NP_689822;XM_005273081;XM_005273083;XM_011544110;XM_011544111;XM_011544112;XM_011544113;XM_011544114;XM_017000487;XM_017000488;XM_017000489;XM_024453697;XP_005273138;XP_005273140;XP_011542412;XP_011542413;XP_011542414;XP_011542415;XP_011542416;XP_016855976;XP_016855977;XP_016855978;XP_024309465,ENSG00000162852
chr10,124112,124851,740,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,125981,126637,657,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,162086,163405,1320,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,374081,375422,1342,*,22982,310438,725606,-,inside,351525,63643,Overlapping,DIP2C,NM_014974;NP_055789;XM_005252426;XM_005252427;XM_005252428;XM_005252430;XM_011519428;XM_011519429;XM_011519430;XM_011519431;XM_011519432;XM_011519433;XM_017015977;XP_005252483;XP_005252484;XP_005252485;XP_005252487;XP_011517730;XP_011517731;XP_011517732;XP_011517733;XP_011517734;XP_011517735;XP_016871466,ENSG00000151240
chr10,397177,398005,829,*,22982,310438,725606,-,inside,328429,86739,Overlapping,DIP2C,NM_014974;NP_055789;XM_005252426;XM_005252427;XM_005252428;XM_005252430;XM_011519428;XM_011519429;XM_011519430;XM_011519431;XM_011519432;XM_011519433;XM_017015977;XP_005252483;XP_005252484;XP_005252485;XP_005252487;XP_011517730;XP_011517731;XP_011517732;XP_011517733;XP_011517734;XP_011517735;XP_016871466,ENSG00000151240
chr10,471992,472668,677,*,22982,310438,725606,-,inside,253614,161554,Overlapping,DIP2C,NM_014974;NP_055789;XM_005252426;XM_005252427;XM_005252428;XM_005252430;XM_011519428;XM_011519429;XM_011519430;XM_011519431;XM_011519432;XM_011519433;XM_017015977;XP_005252483;XP_005252484;XP_005252485;XP_005252487;XP_011517730;XP_011517731;XP_011517732;XP_011517733;XP_011517734;XP_011517735;XP_016871466,ENSG00000151240
chr10,851922,852506,585,*,23185,845484,921702,-,inside,69780,6438,Overlapping,LARP4B,NM_001351277;NM_015155;NP_001338206;NP_055970;XM_005252435;XM_011519435;XM_017015987;XM_017015988;XM_017015989;XM_017015990;XM_017015991;XM_017015992;XM_017015993;XM_017015994;XM_017015995;XP_005252492;XP_011517737;XP_016871476;XP_016871477;XP_016871478;XP_016871479;XP_016871480;XP_016871481;XP_016871482;XP_016871483;XP_016871484;XR_001747069;XR_001747070,ENSG00000107929
chr10,1005737,1007004,1268,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,1300940,1301575,636,*,105,1218073,1769718,-,inside,468778,82867,Overlapping,ADARB2,NM_018702;NP_061172,ENSG00000185736
chr10,3292751,3293533,783,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,3321857,3322943,1087,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,3499052,3501757,2706,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,3617007,3617951,945,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr10,3724143,3725213,1071,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
